waypoint,x,y
11959,-226.308358,-85.106839
11960,-226.466849,-85.018292
11961,-226.637745,-84.957019
11962,-226.816392,-84.924690
11963,-226.997923,-84.922186
11964,-227.177394,-84.949574
11965,-227.349916,-85.006108
11966,-227.510789,-85.090249
11967,-227.655631,-85.199705
11968,-227.780497,-85.331494
11969,-227.881986,-85.482026
11970,-233.100848,-85.841755
11971,-233.233090,-85.714264
11972,-233.384704,-85.610557
11973,-233.551461,-85.533525
11974,-233.728712,-85.485318
11975,-233.911514,-85.467278
11976,-234.094769,-85.479910
11977,-234.273367,-85.522860
11978,-234.442327,-85.594932
11979,-234.596939,-85.694115
11980,-234.732890,-85.817643
11981,-234.846389,-85.962073
11982,-240.163838,-86.328597
11983,-240.306748,-86.210578
11984,-240.467443,-86.118227
11985,-240.641363,-86.054166
11986,-240.823569,-86.020216
11987,-241.008889,-86.017338
11988,-241.192061,-86.045615
11989,-241.367885,-86.104245
11990,-241.531371,-86.191562
11991,-241.677875,-86.305087
11992,-241.803240,-86.441599
11993,-247.235854,-86.816062
11994,-247.388502,-86.709713
11995,-247.556888,-86.630611
11996,-247.736197,-86.581016
11997,-247.921299,-86.562348
11998,-248.106900,-86.575142
11999,-248.287690,-86.619030
12000,-248.458498,-86.692757
12001,-248.614439,-86.794215
12002,-248.751051,-86.920502
12003,-254.319587,-87.304334
12004,-254.479957,-87.212556
12005,-254.653426,-87.148917
12006,-254.835100,-87.115211
12007,-255.019853,-87.112390
12008,-255.202472,-87.140534
12009,-255.377803,-87.198847
12010,-255.540900,-87.285686
12011,-255.687161,-87.398599
12012,-261.419257,-87.793704
12013,-261.583115,-87.720242
12014,-261.756741,-87.674418
12015,-261.935510,-87.657454
12016,-262.114657,-87.669802
12017,-262.289407,-87.711134
12018,-262.455104,-87.780347
12019,-262.607333,-87.875597
12020,-268.543520,-88.284770
12021,-268.701432,-88.234505
12022,-268.865103,-88.208533
12023,-269.030817,-88.207443
12024,-269.194816,-88.231259
12025,-269.353375,-88.279443
12026,-269.502896,-88.350898
12027,-288.717938,-89.675365
12028,-288.707703,-88.672287
12029,-157.474117,-79.626535
12030,-157.308335,-79.536338
12031,-157.129575,-79.475807
12032,-156.943099,-79.446724
12033,-156.754396,-79.449946
12034,-156.569021,-79.485378
12035,-156.392432,-79.551976
12036,-150.564708,-79.150279
12037,-150.424649,-79.051347
12038,-150.270916,-78.975385
12039,-150.107246,-78.924238
12040,-149.937616,-78.899148
12041,-149.766148,-78.900726
12042,-149.597008,-78.928933
12043,-149.434307,-78.983084
12044,-149.281999,-79.061863
12045,-143.635730,-78.672674
12046,-143.502399,-78.558672
12047,-143.352640,-78.467316
12048,-143.190263,-78.400928
12049,-143.019398,-78.361198
12050,-142.844389,-78.349135
12051,-142.669688,-78.365046
12052,-142.499738,-78.408527
12053,-142.338861,-78.478471
12054,-142.191149,-78.573101
12055,-136.693427,-78.194150
12056,-136.569389,-78.068467
12057,-136.426838,-77.964251
12058,-136.269448,-77.884187
12059,-136.101274,-77.830340
12060,-135.926652,-77.804096
12061,-135.750080,-77.806132
12062,-135.576108,-77.836396
12063,-135.409222,-77.894108
12064,-135.253720,-77.977780
12065,-135.113610,-78.085256
12066,-129.740896,-77.714922
12067,-129.627356,-77.580131
12068,-129.493746,-77.465203
12069,-129.343497,-77.373087
12070,-129.180466,-77.306149
12071,-129.008836,-77.266106
12072,-128.833015,-77.253987
12073,-128.657515,-77.270102
12074,-128.486841,-77.314039
12075,-128.325374,-77.384668
12076,-128.177259,-77.480178
12077,-128.046299,-77.598116
12078,-122.780041,-77.235120
12079,-122.667091,-77.081184
12080,-122.529223,-76.949099
12081,-122.370593,-76.842843
12082,-122.195978,-76.765617
12083,-122.010640,-76.719749
12084,-121.820163,-76.706619
12085,-121.630285,-76.726625
12086,-121.446726,-76.779162
12087,-121.275017,-76.862648
12088,-121.120330,-76.974568
12089,-120.987327,-77.111550
12090,-115.812296,-76.754842
12091,-115.712267,-76.595814
12092,-115.586635,-76.456126
12093,-115.439065,-76.339855
12094,-115.273862,-76.250391
12095,-115.095844,-76.190345
12096,-114.910204,-76.161467
12097,-114.722358,-76.164601
12098,-114.537786,-76.199655
12099,-114.361870,-76.265606
12100,-114.199742,-76.360530
12101,-114.056133,-76.481659
12102,-113.935230,-76.625459
12103,-108.838490,-76.274147
12104,-108.751064,-76.111334
12105,-108.637617,-75.965454
12106,-108.501348,-75.840624
12107,-108.346106,-75.740368
12108,-108.176271,-75.667516
12109,-107.996636,-75.624124
12110,-107.812272,-75.611416
12111,-107.628383,-75.629751
12112,-107.450158,-75.678612
12113,-107.282629,-75.756619
12114,-107.130522,-75.861572
12115,-106.998131,-75.990507
12116,-106.889194,-76.139785
12117,-101.859277,-75.793080
12118,-101.784080,-75.627546
12119,-101.682643,-75.476660
12120,-101.557738,-75.344543
12121,-101.412777,-75.234805
12122,-101.251721,-75.150444
12123,-101.078968,-75.093765
12124,-100.899239,-75.066315
12125,-100.717443,-75.068845
12126,-100.538548,-75.101286
12127,-100.367440,-75.162752
12128,-100.208793,-75.251562
12129,-100.066942,-75.365292
12130,-99.945763,-75.500833
12131,-99.848565,-75.654484
12132,-94.875111,-75.311671
12133,-94.806186,-75.132794
12134,-94.707254,-74.968600
12135,-94.581319,-74.824074
12136,-94.432205,-74.703605
12137,-94.264442,-74.610853
12138,-94.083124,-74.548635
12139,-93.893757,-74.518839
12140,-93.702093,-74.522371
12141,-93.513953,-74.559123
12142,-93.335050,-74.627980
12143,-93.170818,-74.726850
12144,-93.026244,-74.852730
12145,-92.905719,-75.001798
12146,-92.812903,-75.169526
12147,-87.886419,-74.829950
12148,-87.830097,-74.650609
12149,-87.744062,-74.483476
12150,-87.630826,-74.333432
12151,-87.493697,-74.204859
12152,-87.336679,-74.101511
12153,-87.164357,-74.026407
12154,-86.981764,-73.981739
12155,-86.794232,-73.968813
12156,-86.607237,-73.988005
12157,-86.426240,-74.038756
12158,-86.256527,-74.119582
12159,-86.103054,-74.228125
12160,-85.970302,-74.361213
12161,-85.862149,-74.514961
12162,-85.781753,-74.684878
12163,-80.893437,-74.347933
12164,-80.849194,-74.168744
12165,-80.775614,-73.999474
12166,-80.674769,-73.844889
12167,-80.549496,-73.709342
12168,-80.403323,-73.596649
12169,-80.240365,-73.509982
12170,-80.065211,-73.451782
12171,-79.882792,-73.423687
12172,-79.698243,-73.426487
12173,-79.516760,-73.460105
12174,-79.343452,-73.523594
12175,-79.183200,-73.615166
12176,-79.040514,-73.732242
12177,-78.919412,-73.871528
12178,-78.823303,-74.029102
12179,-78.754893,-74.200526
12180,-73.896356,-73.865634
12181,-73.863714,-73.687150
12182,-73.802176,-73.516460
12183,-73.713417,-73.358209
12184,-73.599850,-73.216701
12185,-73.464566,-73.095787
12186,-73.311245,-72.998758
12187,-73.144060,-72.928252
12188,-72.967559,-72.886188
12189,-72.786545,-72.873711
12190,-72.605942,-72.891160
12191,-72.430664,-72.938060
12192,-72.265481,-73.013136
12193,-72.114887,-73.114345
12194,-71.982978,-73.238932
12195,-71.873345,-73.383509
12196,-71.788969,-73.544141
12197,-71.732147,-73.716458
12198,-66.895346,-73.383064
12199,-66.871749,-73.195458
12200,-66.816371,-73.014666
12201,-66.730849,-72.846028
12202,-66.617711,-72.694528
12203,-66.480298,-72.564642
12204,-66.322671,-72.460208
12205,-66.149488,-72.384312
12206,-65.965865,-72.339196
12207,-65.777229,-72.326194
12208,-65.589153,-72.345689
12209,-65.407195,-72.397106
12210,-65.236730,-72.478925
12211,-65.082795,-72.588728
12212,-64.949940,-72.723272
12213,-64.842089,-72.878581
12214,-64.762430,-73.050066
12215,-64.713315,-73.232659
12216,-59.890487,-72.900228
12217,-59.878467,-72.714845
12218,-59.835422,-72.534128
12219,-59.762580,-72.363231
12220,-59.662017,-72.207030
12221,-59.536603,-72.069979
12222,-59.389915,-71.955988
12223,-59.226136,-71.868307
12224,-59.049937,-71.809437
12225,-58.866345,-71.781058
12226,-58.680595,-71.783979
12227,-58.497985,-71.818117
12228,-58.323725,-71.882497
12229,-58.162783,-71.975284
12230,-58.019751,-72.093831
12231,-57.898708,-72.234757
12232,-57.803107,-72.394043
12233,-57.735673,-72.567145
12234,-57.698332,-72.749126
12235,-52.881833,-72.417131
12236,-52.850491,-72.605101
12237,-52.787177,-72.784841
12238,-52.693792,-72.950956
12239,-52.573139,-73.098461
12240,-52.428838,-73.222929
12241,-52.265221,-73.320625
12242,-52.087198,-73.388616
12243,-51.900112,-73.424862
12244,-51.709578,-73.428274
12245,-51.521314,-73.398752
12246,-51.340970,-73.337180
12247,-51.173959,-73.245406
12248,-51.025294,-73.126185
12249,-50.899436,-72.983095
12250,-50.800162,-72.820431
12251,-50.730453,-72.643074
12252,-50.692399,-72.456347
12253,-50.687143,-72.265855
12254,-45.869411,-71.933775
12255,-45.829275,-72.112753
12256,-45.759956,-72.282574
12257,-45.663382,-72.438516
12258,-45.542238,-72.576242
12259,-45.399892,-72.691922
12260,-45.240303,-72.782342
12261,-45.067908,-72.844985
12262,-44.887500,-72.878111
12263,-44.704096,-72.880798
12264,-44.522795,-72.852972
12265,-44.348639,-72.795407
12266,-44.186469,-72.709702
12267,-44.040795,-72.598242
12268,-43.915668,-72.464124
12269,-43.814566,-72.311079
12270,-43.740301,-72.143362
12271,-43.694938,-71.965637
12272,-43.679738,-71.782844
12273,-38.853173,-71.450155
12274,-38.801428,-71.629420
12275,-38.720130,-71.797361
12276,-38.611618,-71.949145
12277,-38.479013,-72.080407
12278,-38.326132,-72.187368
12279,-38.157372,-72.266952
12280,-37.977590,-72.316870
12281,-37.791957,-72.335684
12282,-37.605815,-72.322853
12283,-37.424519,-72.278747
12284,-37.253286,-72.204635
12285,-37.097042,-72.102649
12286,-36.960282,-71.975723
12287,-36.846941,-71.827509
12288,-36.760281,-71.662271
12289,-36.702794,-71.484764
12290,-36.676134,-71.300095
12291,-31.833059,-70.966268
12292,-31.769309,-71.145335
12293,-31.675684,-71.310754
12294,-31.554980,-71.457586
12295,-31.410800,-71.581447
12296,-31.247451,-71.678637
12297,-31.069808,-71.746256
12298,-30.883177,-71.782284
12299,-30.693131,-71.785646
12300,-30.505342,-71.756241
12301,-30.325420,-71.694947
12302,-30.158735,-71.603594
12303,-30.010265,-71.484910
12304,-29.884444,-71.342439
12305,-29.785027,-71.180434
12306,-29.714984,-71.003734
12307,-29.676406,-70.817613
12308,-24.808992,-70.482109
12309,-24.738463,-70.649732
12310,-24.641282,-70.803444
12311,-24.520103,-70.939044
12312,-24.378239,-71.052826
12313,-24.219567,-71.141680
12314,-24.048424,-71.203176
12315,-23.869488,-71.235636
12316,-23.687649,-71.238170
12317,-23.507878,-71.210710
12318,-23.335087,-71.154007
12319,-23.174001,-71.069610
12320,-23.029020,-70.959826
12321,-22.904109,-70.827656
12322,-22.802682,-70.676712
12323,-22.727509,-70.511120
12324,-22.680647,-70.335405
12325,-17.780749,-69.997662
12326,-17.698482,-70.163401
12327,-17.589598,-70.313007
12328,-17.457178,-70.442245
12329,-17.304969,-70.547459
12330,-17.137278,-70.625672
12331,-16.958849,-70.674670
12332,-16.774732,-70.693067
12333,-16.590136,-70.680343
12334,-16.410285,-70.636858
12335,-16.240266,-70.563842
12336,-16.084892,-70.463361
12337,-15.948559,-70.338258
12338,-15.835123,-70.192073
12339,-15.747795,-70.028943
12340,-15.689047,-69.853483
12341,3.514829,-68.529787
12342,3.655734,-68.640015
12343,3.812644,-68.725946
12344,3.981407,-68.785305
12345,4.157561,-68.816524
12346,4.336445,-68.818776
12347,4.513329,-68.792001
12348,4.683533,-68.736909
12349,4.842556,-68.654955
12350,4.986192,-68.548308
12351,5.110641,-68.419789
12352,10.197175,-68.069182
12353,10.261346,-68.247594
12354,10.355201,-68.412336
12355,10.475953,-68.558514
12356,10.620013,-68.681784
12357,10.783101,-68.778485
12358,10.960372,-68.845743
12359,11.146560,-68.881560
12360,11.336133,-68.884872
12361,11.523459,-68.855581
12362,11.702972,-68.794556
12363,11.869338,-68.703612
12364,12.017617,-68.585449
12365,12.143401,-68.443579
12366,12.242954,-68.282216
12367,12.313318,-68.106154
12368,12.352403,-67.920625
12369,17.192976,-67.586971
12370,17.252413,-67.412656
12371,17.340100,-67.250701
12372,17.453578,-67.105645
12373,17.589667,-66.981555
12374,17.744552,-66.881910
12375,17.913890,-66.809502
12376,18.092936,-66.766361
12377,18.276669,-66.753696
12378,18.459941,-66.771863
12379,18.637613,-66.820352
12380,18.804704,-66.897804
12381,18.956532,-67.002049
12382,19.088840,-67.130162
12383,19.197918,-67.278555
12384,19.280711,-67.443066
12385,24.549378,-67.079904
12386,24.690684,-66.978377
12387,24.846232,-66.900401
12388,25.012129,-66.847929
12389,25.184225,-66.822273
12390,25.358213,-66.824074
12391,25.529741,-66.853288
12392,25.694516,-66.909184
12393,25.848416,-66.990363
12394,45.454851,-65.638918
12395,45.386086,-64.641285
12396,11.967504,-66.944782
12397,11.814345,-66.837083
12398,11.645139,-66.756920
12399,11.464789,-66.706614
12400,11.278519,-66.687624
12401,11.091728,-66.700499
12402,10.909826,-66.744867
12403,10.738083,-66.819442
12404,10.581476,-66.922063
12405,10.444542,-67.049758
12406,5.313844,-67.403410
12407,5.245706,-67.231515
12408,5.149737,-67.073462
12409,5.028650,-66.933718
12410,4.885866,-66.816230
12411,4.725420,-66.724318
12412,4.551845,-66.660580
12413,4.370047,-66.626817
12414,4.185161,-66.623983
12415,4.002413,-66.652158
12416,3.826966,-66.710545
12417,3.663778,-66.797496
12418,3.517460,-66.910552
12419,3.392147,-67.046520
12420,3.291379,-67.201557
12421,3.218003,-67.371282
12422,3.174094,-67.550900
12423,-1.662992,-67.884314
12424,-1.718189,-68.065381
12425,-1.803612,-68.234303
12426,-1.916731,-68.386079
12427,-2.054196,-68.516214
12428,-2.211938,-68.620854
12429,-2.385284,-68.696900
12430,-2.569101,-68.742101
12431,-2.757946,-68.755118
12432,-2.946226,-68.735565
12433,-3.128367,-68.684022
12434,-3.298973,-68.602015
12435,-3.452994,-68.491972
12436,-3.585868,-68.357152
12437,-3.693660,-68.201547
12438,-3.773178,-68.029766
12439,-8.983390,-68.388899
12440,-9.131397,-68.506332
12441,-9.297316,-68.596704
12442,-9.476254,-68.657351
12443,-9.662930,-68.686483
12444,-9.851837,-68.683239
12445,-10.037403,-68.647717
12446,-10.214153,-68.580965
12447,-10.376873,-68.484950
12448,-15.930903,-68.867782
12449,-16.063145,-68.740295
12450,-16.214758,-68.636591
12451,-16.381513,-68.559562
12452,-16.558761,-68.511356
12453,-16.741560,-68.493318
12454,-16.924812,-68.505949
12455,-17.103407,-68.548898
12456,-17.272365,-68.620968
12457,-17.426974,-68.720148
12458,-17.562924,-68.843672
12459,-17.676424,-68.988098
12460,-22.993896,-69.354624
12461,-23.136804,-69.236609
12462,-23.297497,-69.144262
12463,-23.471414,-69.080204
12464,-23.653617,-69.046255
12465,-23.838933,-69.043378
12466,-24.022102,-69.071654
12467,-24.197923,-69.130281
12468,-24.361406,-69.217595
12469,-24.507909,-69.331117
12470,-24.633273,-69.467624
12471,-30.065914,-69.842089
12472,-30.218559,-69.735745
12473,-30.386943,-69.656646
12474,-30.566248,-69.607054
12475,-30.751346,-69.588388
12476,-30.936942,-69.601181
12477,-31.117728,-69.645067
12478,-31.288533,-69.718792
12479,-31.444471,-69.820246
12480,-31.581082,-69.946527
12481,-37.149649,-70.330361
12482,-37.310016,-70.238589
12483,-37.483481,-70.174954
12484,-37.665150,-70.141250
12485,-37.849897,-70.138430
12486,-38.032511,-70.166572
12487,-38.207837,-70.224883
12488,-38.370930,-70.311716
12489,-38.517189,-70.424623
12490,-44.249324,-70.819732
12491,-44.413176,-70.746275
12492,-44.586796,-70.700456
12493,-44.765558,-70.683494
12494,-44.944697,-70.695841
12495,-45.119441,-70.737170
12496,-45.285133,-70.806378
12497,-45.437357,-70.901621
12498,-51.373594,-71.310798
12499,-51.531497,-71.260540
12500,-51.695157,-71.234571
12501,-51.860862,-71.233482
12502,-52.024850,-71.257297
12503,-52.183400,-71.305475
12504,-52.332913,-71.376922
12505,-288.697468,-87.669209
12506,-288.687233,-86.666130
12507,-10.836021,-67.514226
12508,-10.807875,-67.331036
12509,-10.749372,-67.155172
12510,-10.662174,-66.991626
12511,-10.548755,-66.845042
12512,-10.412336,-66.719580
12513,-10.256790,-66.618803
12514,-10.086532,-66.545571
12515,-9.906395,-66.501964
12516,-9.721494,-66.489219
12517,-9.537078,-66.507698
12518,-9.358383,-66.556877
12519,-9.190480,-66.635359
12520,-9.038137,-66.740917
12521,-8.905679,-66.870553
12522,-8.796866,-67.020588
12523,-8.714787,-67.186762
12524,-8.661772,-67.364358
12525,-3.635399,-67.017897
12526,-3.521849,-66.882647
12527,-3.388119,-66.767310
12528,-3.237655,-66.674861
12529,-3.074336,-66.607680
12530,-2.902372,-66.567500
12531,-2.726193,-66.555356
12532,-2.550342,-66.571562
12533,-2.379351,-66.615699
12534,-2.217625,-66.686630
12535,-2.069335,-66.782527
12536,-1.938302,-66.900918
12537,45.317320,-63.643652
12538,46.073096,-62.589185
12539,-268.311946,-84.259317
12540,-268.472353,-84.342902
12541,-268.644288,-84.399069
12542,-268.823104,-84.426301
12543,-269.003965,-84.423861
12544,-269.181981,-84.391815
12545,-269.352339,-84.331030
12546,-275.216846,-84.735262
12547,-275.375122,-84.840870
12548,-275.549229,-84.917623
12549,-275.733958,-84.963223
12550,-275.923782,-84.976307
12551,-276.113021,-84.956484
12552,-276.296013,-84.904346
12553,-276.467282,-84.821453
12554,-282.142832,-85.212661
12555,-282.274790,-85.322320
12556,-282.422196,-85.410125
12557,-282.581463,-85.473940
12558,-282.748715,-85.512212
12559,-282.919885,-85.524010
12560,-283.090806,-85.509048
12561,-283.257322,-85.467689
12562,-283.415381,-85.400939
12563,-283.561138,-85.310423
12564,-288.676997,-85.663052
12565,-288.666762,-84.659974
12566,-284.006398,-84.338741
12567,-283.976807,-84.157024
12568,-283.917323,-83.982788
12569,-283.829612,-83.820913
12570,-283.716131,-83.675935
12571,-283.580059,-83.551914
12572,-283.425208,-83.452325
12573,-283.255916,-83.379959
12574,-283.076926,-83.336841
12575,-282.893251,-83.324181
12576,-282.710037,-83.342332
12577,-282.532417,-83.390786
12578,-282.365367,-83.468187
12579,-282.213565,-83.572365
12580,-282.081266,-83.700402
12581,-281.972174,-83.848711
12582,-281.889346,-84.013138
12583,-281.835103,-84.189077
12584,-277.004040,-83.856078
12585,-276.983791,-83.665421
12586,-276.930744,-83.481176
12587,-276.846512,-83.308940
12588,-276.733653,-83.153947
12589,-276.595595,-83.020904
12590,-276.436534,-82.913854
12591,-276.261302,-82.836049
12592,-276.075221,-82.789853
12593,-275.883945,-82.776668
12594,-275.693286,-82.796897
12595,-275.509035,-82.849923
12596,-275.336790,-82.934137
12597,-275.181785,-83.046979
12598,-275.048727,-83.185022
12599,-274.941660,-83.344071
12600,-274.863835,-83.519295
12601,-274.817619,-83.705371
12602,-269.997856,-83.373152
12603,-269.989303,-83.185084
12604,-269.948807,-83.001229
12605,-269.877553,-82.826972
12606,-269.777629,-82.667418
12607,-269.651960,-82.527239
12608,-269.504229,-82.410542
12609,-269.338763,-82.320746
12610,-269.160408,-82.260480
12611,-268.974388,-82.231509
12612,-268.786153,-82.234683
12613,-268.601216,-82.269908
12614,-268.424993,-82.336152
12615,-268.262648,-82.431476
12616,-268.118935,-82.553086
12617,-267.998064,-82.697422
12618,-267.903575,-82.860254
12619,-267.838235,-83.036814
12620,-267.803960,-83.221929
12621,-262.987897,-82.889965
12622,-262.953404,-83.074863
12623,-262.887916,-83.251183
12624,-262.793346,-83.413768
12625,-262.672461,-83.557865
12626,-262.528794,-83.679261
12627,-262.366545,-83.774407
12628,-262.190459,-83.840521
12629,-262.005684,-83.875669
12630,-261.817622,-83.878825
12631,-261.631772,-83.849896
12632,-261.453567,-83.789728
12633,-261.288217,-83.700079
12634,-261.140558,-83.583572
12635,-261.014906,-83.443612
12636,-260.914934,-83.284291
12637,-260.843567,-83.110269
12638,-260.802890,-82.926631
12639,-260.794093,-82.738749
12640,-255.974146,-82.406516
12641,-255.927723,-82.592351
12642,-255.849768,-82.767315
12643,-255.742643,-82.926104
12644,-255.609598,-83.063902
12645,-255.454665,-83.176532
12646,-255.282544,-83.260577
12647,-255.098452,-83.313491
12648,-254.907973,-83.333668
12649,-254.716881,-83.320496
12650,-254.530971,-83.274375
12651,-254.355881,-83.196704
12652,-254.196919,-83.089837
12653,-254.058905,-82.957015
12654,-253.946024,-82.802265
12655,-253.861699,-82.630280
12656,-253.808487,-82.446275
12657,-253.788001,-82.255828
12658,-248.956568,-81.922804
12659,-248.902141,-82.098492
12660,-248.819202,-82.262655
12661,-248.710070,-82.410704
12662,-248.577796,-82.538500
12663,-248.426077,-82.642470
12664,-248.259156,-82.719707
12665,-248.081698,-82.768053
12666,-247.898666,-82.786155
12667,-247.715177,-82.773507
12668,-247.536360,-82.730464
12669,-247.367214,-82.658227
12670,-247.212469,-82.558818
12671,-247.076450,-82.435014
12672,-246.962961,-82.290278
12673,-246.875174,-82.128656
12674,-246.815543,-81.954665
12675,-246.785736,-81.773172
12676,-241.935111,-81.438825
12677,-241.868896,-81.613962
12678,-241.773939,-81.775332
12679,-241.652989,-81.918260
12680,-241.509550,-82.038605
12681,-241.347780,-82.132880
12682,-241.172365,-82.198353
12683,-240.988386,-82.233128
12684,-240.801175,-82.236197
12685,-240.616156,-82.207471
12686,-240.438688,-82.147782
12687,-240.273915,-82.058860
12688,-240.126610,-81.943281
12689,-240.001040,-81.804394
12690,-239.900844,-81.646223
12691,-239.828925,-81.473350
12692,-239.787367,-81.290784
12693,-234.909594,-80.954566
12694,-234.831158,-81.128568
12695,-234.723825,-81.286393
12696,-234.590826,-81.423289
12697,-234.436166,-81.535134
12698,-234.264501,-81.618561
12699,-234.080998,-81.671058
12700,-233.891184,-81.691045
12701,-233.700771,-81.677920
12702,-233.515494,-81.632079
12703,-233.340930,-81.554900
12704,-233.182335,-81.448709
12705,-233.044483,-81.316701
12706,-232.931525,-81.162852
12707,-232.846862,-80.991793
12708,-232.793042,-80.808674
12709,-227.879859,-80.470016
12710,-227.795736,-80.631284
12711,-227.686187,-80.776485
12712,-227.554208,-80.901649
12713,-227.403408,-81.003353
12714,-227.237910,-81.078816
12715,-227.062239,-81.125975
12716,-226.881199,-81.143541
12717,-226.699738,-81.131033
12718,-226.522820,-81.088794
12719,-226.355281,-81.017978
12720,-226.201702,-80.920521
12721,-226.066283,-80.799088
12722,-225.952725,-80.657000
12723,-225.864135,-80.498141
12724,-225.802934,-80.326856
12725,-220.845707,-79.985161
12726,-220.749797,-80.143412
12727,-220.628717,-80.283346
12728,-220.485892,-80.401005
12729,-220.325366,-80.493056
12730,-220.151681,-80.556897
12731,-219.969752,-80.590720
12732,-219.784728,-80.593568
12733,-219.601844,-80.565361
12734,-219.426276,-80.506896
12735,-219.262993,-80.419828
12736,-219.116615,-80.306622
12737,-218.991285,-80.170481
12738,-218.890550,-80.015257
12739,-218.817259,-79.845343
12740,-213.806719,-79.499973
12741,-213.698676,-79.654301
12742,-213.565885,-79.787930
12743,-213.412239,-79.896941
12744,-213.242246,-79.978136
12745,-213.060891,-80.029134
12746,-212.873494,-80.048439
12747,-212.685552,-80.035484
12748,-212.502576,-79.990650
12749,-212.329933,-79.915252
12750,-212.172688,-79.811501
12751,-212.035452,-79.682440
12752,-211.922251,-79.531855
12753,-211.836406,-79.364162
12754,-206.762495,-79.014424
12755,-206.652172,-79.153060
12756,-206.521023,-79.272185
12757,-206.372451,-79.368709
12758,-206.210309,-79.440129
12759,-206.038804,-79.484592
12760,-205.862386,-79.500943
12761,-205.685631,-79.488760
12762,-205.513124,-79.448357
12763,-205.349342,-79.380784
12764,-205.198533,-79.287793
12765,-205.064609,-79.171796
12766,-204.951045,-79.035803
12767,-204.860787,-78.883342
12768,-199.712446,-78.528474
12769,-199.591266,-78.660585
12770,-199.450236,-78.771258
12771,-199.293103,-78.857553
12772,-199.124039,-78.917180
12773,-198.947535,-78.948553
12774,-198.768280,-78.950840
12775,-198.591033,-78.923980
12776,-198.420503,-78.868686
12777,-198.261219,-78.786427
12778,-198.117412,-78.679388
12779,-197.992902,-78.550412
12780,-197.890994,-78.402924
12781,-192.655844,-78.042072
12782,-192.523992,-78.166211
12783,-192.373558,-78.267034
12784,-192.208620,-78.341808
12785,-192.033650,-78.388508
12786,-191.853388,-78.405866
12787,-191.672721,-78.393413
12788,-191.496546,-78.351486
12789,-191.329637,-78.281221
12790,-191.176519,-78.184524
12791,-191.041342,-78.064014
12792,-190.927769,-77.922958
12793,-185.591383,-77.555129
12794,-185.449381,-77.669447
12795,-185.290448,-77.758742
12796,-185.118950,-77.820563
12797,-184.939597,-77.853210
12798,-184.757315,-77.855788
12799,-184.577111,-77.828224
12800,-184.403934,-77.771278
12801,-184.242540,-77.686512
12802,-184.097362,-77.576254
12803,-183.972387,-77.443533
12804,-178.517430,-77.067531
12805,-178.366423,-77.169739
12806,-178.200606,-77.245597
12807,-178.024535,-77.293020
12808,-177.843050,-77.310705
12809,-177.661136,-77.298166
12810,-177.483793,-77.255747
12811,-177.315895,-77.184615
12812,-177.162054,-77.086724
12813,-177.026498,-76.964763
12814,-171.431403,-76.579101
12815,-171.273716,-76.666308
12816,-171.103906,-76.726601
12817,-170.926531,-76.758361
12818,-170.746351,-76.760735
12819,-170.568200,-76.733661
12820,-170.396861,-76.677865
12821,-170.236929,-76.594844
12822,-170.092698,-76.486825
12823,-164.328231,-76.089489
12824,-164.168743,-76.157844
12825,-164.000489,-76.200268
12826,-163.827658,-76.215707
12827,-163.654549,-76.203774
12828,-163.485471,-76.164769
12829,-163.324630,-76.099660
12830,-163.176028,-76.010069
12831,46.004330,-61.591552
12832,45.935565,-60.593919
12833,-51.141966,-67.285341
12834,-51.302379,-67.368934
12835,-51.474323,-67.425107
12836,-51.653148,-67.452341
12837,-51.834019,-67.449900
12838,-52.012044,-67.417850
12839,-52.182410,-67.357057
12840,-58.046871,-67.761287
12841,-58.205151,-67.866901
12842,-58.379264,-67.943659
12843,-58.563999,-67.989262
12844,-58.753830,-68.002347
12845,-58.943075,-67.982522
12846,-59.126073,-67.930379
12847,-59.297347,-67.847480
12848,-64.972861,-68.238686
12849,-65.104821,-68.348350
12850,-65.252230,-68.436159
12851,-65.411500,-68.499977
12852,-65.578757,-68.538251
12853,-65.749931,-68.550050
12854,-65.920858,-68.535086
12855,-66.087378,-68.493725
12856,-66.245440,-68.426971
12857,-66.391199,-68.336450
12858,-71.913088,-68.717066
12859,-72.036498,-68.838915
12860,-72.177525,-68.939852
12861,-72.332664,-69.017370
12862,-72.498058,-69.069542
12863,-72.669597,-69.095069
12864,-72.843015,-69.093319
12865,-73.014003,-69.064334
12866,-73.178311,-69.008835
12867,-73.331853,-68.928202
12868,-73.470814,-68.824438
12869,-78.864070,-69.196188
12870,-78.989949,-69.339647
12871,-79.138730,-69.459189
12872,-79.305935,-69.551214
12873,-79.486530,-69.612952
12874,-79.675078,-69.642545
12875,-79.865904,-69.639102
12876,-80.053261,-69.602726
12877,-80.231511,-69.534513
12878,-80.395287,-69.436515
12879,-80.539659,-69.311684
12880,-85.823510,-69.675893
12881,-85.936709,-69.826503
12882,-86.073950,-69.955587
12883,-86.231206,-70.059358
12884,-86.403863,-70.134770
12885,-86.586858,-70.179612
12886,-86.774820,-70.192568
12887,-86.962236,-70.173258
12888,-87.143608,-70.122248
12889,-87.313614,-70.041036
12890,-87.467268,-69.932003
12891,-87.600062,-69.798348
12892,-92.790109,-70.156091
12893,-92.890697,-70.312149
12894,-93.016099,-70.449066
12895,-93.162742,-70.562943
12896,-93.326449,-70.650534
